TransactionID,OrderDate,DeliveryDate,Manufacturer,ManufacturerRegion,TherapeuticCategory,ProductDescription,Quantity,UnitPrice,TotalCost,ComplianceStandards,RiskFactors,ShortageRisk,ColdChainRequired,LeadTimeDays,OnTimeDelivery,SavingsIdentified,SavingsRealized,PaymentTermsDays,ContractNumber
PHRX00363,2024-03-31,2024-05-11,Dublin BioPharmaceuticals,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,2484,4205.64,10446809.76,"FDA Approved, GDP Compliant, ISO 13485 Certified, EMA Certified",Raw Material Shortage,Medium,False,41,False,0.0,0.0,90,
PHRX00364,2024-12-09,2025-01-02,California Biologics Corporation,USA,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,529,701.15,370908.35,"GMP Certified, GDP Compliant, EMA Certified, WHO Prequalified",None,Low,False,24,True,0.0,0.0,90,PHR-CON-2572
PHRX00365,2025-03-31,2025-05-26,Beijing Pharmaceutical Group,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,6226,3574.49,22254774.74,"ISO 13485 Certified, WHO Prequalified",Geopolitical Risk,Medium,True,56,False,1256191.03,1108298.94,60,PHR-CON-4333
PHRX00366,2023-03-03,2023-04-05,California Biologics Corporation,USA,Oncology - Injectable,Oncology Pharmaceutical Product,7297,377.37,2753668.89,"ISO 13485 Certified, GDP Compliant, WHO Prequalified, FDA Approved",Transportation Delays,Medium,True,33,False,542655.49,374533.81,90,PHR-CON-7247
PHRX00367,2024-02-11,2024-04-05,German Pharma AG,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,794,2285.47,1814663.18,"GMP Certified, WHO Prequalified",Raw Material Shortage,Medium,False,54,False,231332.48,204169.41,30,
PHRX00368,2025-07-29,2025-08-23,Guangzhou Biotech Ltd,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,4784,3879.7,18560484.8,"EMA Certified, ISO 13485 Certified, GDP Compliant",Single Source Supplier,Medium,True,25,True,0.0,0.0,60,
PHRX00369,2025-05-04,2025-07-03,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,9691,939.87,9108280.17,"GMP Certified, EMA Certified, ISO 13485 Certified, WHO Prequalified",Single Source Supplier,Medium,False,60,False,1530765.76,1310821.04,60,PHR-CON-1133
PHRX00370,2025-05-23,2025-06-04,Hyderabad Drug Manufacturing,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,2124,3605.95,7659037.8,"FDA Approved, ISO 13485 Certified",Single Source Supplier,Medium,False,12,True,0.0,0.0,90,PHR-CON-2857
PHRX00371,2025-05-18,2025-07-03,New Jersey Drug Co,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,2899,267.34,775018.66,"GMP Certified, EMA Certified, WHO Prequalified","Geopolitical Risk, Raw Material Shortage",High,False,46,False,86501.72,74830.98,60,
PHRX00372,2024-11-26,2025-01-12,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,157,4804.15,754251.55,"GDP Compliant, FDA Approved, ISO 13485 Certified, EMA Certified","Manufacturing Capacity Constraints, Single Source Supplier",High,False,47,False,0.0,0.0,30,PHR-CON-6892
PHRX00373,2024-01-06,2024-02-19,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,9950,2237.28,22260936.0,"FDA Approved, EMA Certified, GDP Compliant, ISO 13485 Certified",Transportation Delays,Medium,False,44,False,0.0,0.0,30,PHR-CON-8249
PHRX00374,2025-05-28,2025-06-07,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,9571,4276.45,40929902.95,"GDP Compliant, WHO Prequalified, FDA Approved, ISO 13485 Certified",None,Low,False,10,True,0.0,0.0,60,PHR-CON-8398
PHRX00375,2023-02-10,2023-03-28,Swiss MedSupply GmbH,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,6001,3759.21,22559019.21,"FDA Approved, GDP Compliant",Regulatory Approval Delays,Medium,True,46,False,0.0,0.0,90,
PHRX00376,2024-12-27,2025-01-07,Delhi Biotech Solutions,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,4596,654.01,3005829.96,"GMP Certified, ISO 13485 Certified, EMA Certified",Manufacturing Capacity Constraints,Medium,False,11,True,493777.95,488679.68,30,PHR-CON-3657
PHRX00377,2025-09-15,2025-10-22,French Biologics SA,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5285,3063.78,16192077.3,"GMP Certified, WHO Prequalified, GDP Compliant","Manufacturing Capacity Constraints, Transportation Delays, Regulatory Approval Delays",High,False,37,False,0.0,0.0,60,PHR-CON-4842
PHRX00378,2025-04-17,2025-06-14,California Biologics Corporation,USA,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,125,4897.33,612166.25,"FDA Approved, ISO 13485 Certified",Single Source Supplier,Medium,True,58,False,0.0,0.0,90,PHR-CON-6358
PHRX00379,2024-07-10,2024-08-12,Shanghai Medical Supply Co,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,3578,1780.77,6371595.06,"WHO Prequalified, EMA Certified",Quality Audit Issues,Medium,False,33,False,0.0,0.0,90,PHR-CON-3667
PHRX00380,2023-12-28,2024-02-08,Mumbai Generics Ltd,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5692,3444.89,19608313.88,"WHO Prequalified, GMP Certified, FDA Approved","Geopolitical Risk, Quality Audit Issues",High,False,42,False,0.0,0.0,60,
PHRX00381,2024-04-04,2024-05-11,Dublin BioPharmaceuticals,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,7646,819.16,6263297.36,"GDP Compliant, ISO 13485 Certified, GMP Certified, WHO Prequalified",None,Low,True,37,False,0.0,0.0,90,PHR-CON-7734
PHRX00382,2023-02-10,2023-03-09,German Pharma AG,EU,Oncology - Injectable,Oncology Pharmaceutical Product,5534,2908.12,16093536.08,"FDA Approved, EMA Certified, GDP Compliant","Quality Audit Issues, Regulatory Approval Delays",High,True,27,True,0.0,0.0,90,
PHRX00383,2023-05-30,2023-07-14,Beijing Pharmaceutical Group,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5150,4329.74,22298161.0,"GDP Compliant, FDA Approved, WHO Prequalified, EMA Certified",None,Low,False,45,False,0.0,0.0,60,PHR-CON-9941
PHRX00384,2023-12-06,2023-12-26,French Biologics SA,EU,Pain Management - Injectable,Pain Management Pharmaceutical Product,712,605.54,431144.48,"FDA Approved, ISO 13485 Certified",Transportation Delays,Medium,False,20,True,0.0,0.0,30,PHR-CON-2912
PHRX00385,2025-06-13,2025-07-11,Shenzhen Drug Manufacturing,China,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1709,759.31,1297660.79,"WHO Prequalified, EMA Certified, GMP Certified, GDP Compliant",None,Low,False,28,True,0.0,0.0,30,
PHRX00386,2024-03-22,2024-03-29,Mumbai Generics Ltd,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,855,1699.78,1453311.9,"GMP Certified, GDP Compliant",None,Low,False,7,True,0.0,0.0,30,PHR-CON-6268
PHRX00387,2023-10-17,2023-11-13,California Biologics Corporation,USA,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,5328,1419.42,7562669.76,"WHO Prequalified, FDA Approved, GDP Compliant",None,Low,True,27,True,401209.79,325570.7,30,PHR-CON-4782
PHRX00388,2023-05-01,2023-06-11,Hyderabad Drug Manufacturing,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,4741,750.71,3559116.11,"EMA Certified, WHO Prequalified, FDA Approved, GMP Certified",Quality Audit Issues,Medium,True,41,False,0.0,0.0,30,PHR-CON-9195
PHRX00389,2025-05-03,2025-06-09,Cork Pharmaceutical Manufacturing Ltd,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7087,316.31,2241688.97,"EMA Certified, GMP Certified, ISO 13485 Certified",Quality Audit Issues,Medium,False,37,False,200921.3,176650.26,30,
PHRX00390,2025-02-11,2025-04-07,Beijing Pharmaceutical Group,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7772,4073.61,31660096.92,"ISO 13485 Certified, GDP Compliant",Raw Material Shortage,Medium,False,55,False,0.0,0.0,30,PHR-CON-2859
PHRX00391,2025-01-25,2025-02-10,French Biologics SA,EU,Respiratory - Inhaled,Respiratory Pharmaceutical Product,5512,1990.78,10973179.36,"ISO 13485 Certified, WHO Prequalified, FDA Approved",None,Low,False,16,True,1599126.01,1475806.42,60,PHR-CON-2478
PHRX00392,2025-03-14,2025-04-28,Swiss MedSupply GmbH,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1852,2058.15,3811693.8,"GMP Certified, FDA Approved, GDP Compliant",Regulatory Approval Delays,Medium,False,45,False,0.0,0.0,30,PHR-CON-7855
PHRX00393,2026-01-27,2026-03-10,New Jersey Drug Co,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3511,377.0,1323647.0,"GMP Certified, ISO 13485 Certified, WHO Prequalified, GDP Compliant","Manufacturing Capacity Constraints, Raw Material Shortage",High,False,42,False,241595.3,130207.11,90,
PHRX00394,2025-11-02,2026-01-01,Shanghai Medical Supply Co,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,1699,1660.62,2821393.38,"EMA Certified, GDP Compliant, ISO 13485 Certified",None,Low,True,60,False,600430.16,531783.99,60,PHR-CON-6496
PHRX00395,2024-08-04,2024-09-21,Cork Pharmaceutical Manufacturing Ltd,Ireland,Oncology - Injectable,Oncology Pharmaceutical Product,9615,4094.32,39366886.8,"FDA Approved, EMA Certified, GMP Certified, ISO 13485 Certified",Regulatory Approval Delays,Medium,True,48,False,0.0,0.0,30,PHR-CON-9858
PHRX00396,2024-02-13,2024-04-03,Hyderabad Drug Manufacturing,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,7222,4596.58,33196500.76,"GDP Compliant, FDA Approved, GMP Certified, WHO Prequalified","Regulatory Approval Delays, Geopolitical Risk, Quality Audit Issues",High,True,50,False,7642337.04,7519675.68,90,PHR-CON-5287
PHRX00397,2023-12-20,2024-02-17,Mumbai Generics Ltd,India,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,3954,4335.11,17141024.94,"WHO Prequalified, GMP Certified, ISO 13485 Certified",Raw Material Shortage,Medium,True,59,False,0.0,0.0,90,PHR-CON-1464
PHRX00398,2023-10-08,2023-10-28,New Jersey Drug Co,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,6401,981.72,6283989.72,"ISO 13485 Certified, EMA Certified, GDP Compliant","Raw Material Shortage, Geopolitical Risk, Transportation Delays",High,False,20,True,1129093.75,645839.3,90,
PHRX00399,2025-05-10,2025-06-13,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,6913,3229.1,22322768.3,"WHO Prequalified, GMP Certified, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,34,False,0.0,0.0,60,PHR-CON-4087
PHRX00400,2024-05-21,2024-06-21,Bangalore Pharmaceutical Co,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,221,2152.62,475729.02,"ISO 13485 Certified, EMA Certified, GDP Compliant, GMP Certified","Manufacturing Capacity Constraints, Quality Audit Issues, Single Source Supplier",High,False,31,False,0.0,0.0,90,PHR-CON-9740
PHRX00401,2025-01-05,2025-02-04,Limerick Drug Manufacturing Co,Ireland,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8724,753.33,6572050.92,"ISO 13485 Certified, GMP Certified, FDA Approved",Manufacturing Capacity Constraints,Medium,False,30,True,949597.7,826950.56,30,
PHRX00402,2024-06-29,2024-08-18,French Biologics SA,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,8865,4522.75,40094178.75,"ISO 13485 Certified, WHO Prequalified",Regulatory Approval Delays,Medium,False,50,False,0.0,0.0,60,PHR-CON-7053
PHRX00403,2023-04-09,2023-06-06,Hyderabad Drug Manufacturing,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,9891,224.86,2224090.26,"GDP Compliant, GMP Certified, WHO Prequalified, FDA Approved",Manufacturing Capacity Constraints,Medium,False,58,False,134165.97,133519.61,90,
PHRX00404,2025-12-04,2025-12-12,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1359,677.77,921089.43,"GDP Compliant, EMA Certified, WHO Prequalified",None,Low,False,8,True,182638.99,146460.17,90,
PHRX00405,2024-08-12,2024-08-28,Shenzhen Drug Manufacturing,China,Pain Management - Injectable,Pain Management Pharmaceutical Product,3969,1343.2,5331160.8,"EMA Certified, GMP Certified, FDA Approved",Single Source Supplier,Medium,False,16,True,0.0,0.0,30,PHR-CON-6085
PHRX00406,2023-12-10,2024-02-08,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7311,1227.84,8976738.24,"WHO Prequalified, EMA Certified, GMP Certified, GDP Compliant","Quality Audit Issues, Single Source Supplier",High,False,60,False,0.0,0.0,30,
PHRX00407,2024-05-21,2024-05-31,New Jersey Drug Co,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7903,2407.35,19025287.05,"GMP Certified, EMA Certified, ISO 13485 Certified, GDP Compliant","Regulatory Approval Delays, Quality Audit Issues",High,False,10,True,4262721.1,2156644.97,60,
PHRX00408,2025-04-15,2025-05-16,Mumbai Generics Ltd,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5897,4592.68,27083033.96,"GMP Certified, GDP Compliant, WHO Prequalified",None,Low,False,31,False,0.0,0.0,90,PHR-CON-1144
PHRX00409,2025-06-04,2025-07-06,Beijing Pharmaceutical Group,China,Oncology - Injectable,Oncology Pharmaceutical Product,3047,2623.76,7994596.72,"GMP Certified, FDA Approved, WHO Prequalified","Single Source Supplier, Regulatory Approval Delays",High,True,32,False,565869.2,409107.08,60,PHR-CON-2207
PHRX00410,2025-07-16,2025-08-08,Boston Scientific Supply Inc,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1031,3116.02,3212616.62,"WHO Prequalified, EMA Certified, FDA Approved, GDP Compliant","Single Source Supplier, Manufacturing Capacity Constraints, Geopolitical Risk",High,False,23,True,0.0,0.0,90,
PHRX00411,2023-04-18,2023-05-31,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,7750,1304.01,10106077.5,"FDA Approved, ISO 13485 Certified, GDP Compliant, EMA Certified",Raw Material Shortage,Medium,False,43,False,0.0,0.0,30,PHR-CON-6745
PHRX00412,2023-10-19,2023-12-14,Galway MedTech Solutions,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,5550,1944.86,10793973.0,"GDP Compliant, WHO Prequalified",None,Low,False,56,False,2654069.53,1593329.66,90,PHR-CON-1677
PHRX00413,2023-08-24,2023-10-01,Dublin BioPharmaceuticals,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1840,1131.01,2081058.4,"WHO Prequalified, GDP Compliant, FDA Approved",None,Low,False,38,False,406865.71,361548.43,60,PHR-CON-6759
PHRX00414,2026-02-03,2026-02-19,Cork Pharmaceutical Manufacturing Ltd,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5503,1368.86,7532836.58,"GMP Certified, FDA Approved, ISO 13485 Certified",Regulatory Approval Delays,Medium,False,16,True,0.0,0.0,30,
PHRX00415,2024-01-26,2024-03-07,Boston Scientific Supply Inc,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7998,4773.07,38175013.86,"GMP Certified, WHO Prequalified","Quality Audit Issues, Transportation Delays, Raw Material Shortage",High,False,41,False,0.0,0.0,90,PHR-CON-5191
PHRX00416,2023-10-12,2023-10-24,Hyderabad Drug Manufacturing,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,4850,4213.85,20437172.5,"EMA Certified, WHO Prequalified, FDA Approved, GMP Certified",Quality Audit Issues,Medium,False,12,True,0.0,0.0,90,
PHRX00417,2023-11-15,2024-01-05,Delhi Biotech Solutions,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7275,4431.81,32241417.75,"EMA Certified, WHO Prequalified, FDA Approved, ISO 13485 Certified",None,Low,False,51,False,0.0,0.0,60,PHR-CON-6702
PHRX00418,2023-09-24,2023-10-05,French Biologics SA,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,7461,2693.0,20092473.0,"FDA Approved, GDP Compliant",None,Low,True,11,True,0.0,0.0,30,PHR-CON-8975
PHRX00419,2025-05-29,2025-06-18,Italian Drug Manufacturing,EU,Pain Management - Injectable,Pain Management Pharmaceutical Product,3917,3718.2,14564189.4,"FDA Approved, EMA Certified",Single Source Supplier,Medium,False,20,True,0.0,0.0,30,
PHRX00420,2024-07-19,2024-08-10,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,5135,3181.67,16337875.45,"ISO 13485 Certified, GMP Certified",None,Low,False,22,True,0.0,0.0,30,
PHRX00421,2024-10-27,2024-11-10,Beijing Pharmaceutical Group,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,7083,4032.04,28558939.32,"WHO Prequalified, ISO 13485 Certified, GDP Compliant",None,Low,False,14,True,0.0,0.0,60,PHR-CON-8236
PHRX00422,2024-07-14,2024-09-12,Boston Scientific Supply Inc,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,2078,1710.74,3554917.72,"EMA Certified, ISO 13485 Certified, WHO Prequalified",Manufacturing Capacity Constraints,Medium,False,60,False,350973.19,277617.3,90,PHR-CON-4249
PHRX00423,2025-01-02,2025-02-17,Beijing Pharmaceutical Group,China,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,1422,4404.15,6262701.3,"FDA Approved, EMA Certified","Raw Material Shortage, Transportation Delays, Manufacturing Capacity Constraints",High,False,46,False,0.0,0.0,60,PHR-CON-1182
PHRX00424,2025-04-27,2025-06-17,California Biologics Corporation,USA,Pain Management - Injectable,Pain Management Pharmaceutical Product,8670,3217.14,27892603.8,"ISO 13485 Certified, EMA Certified, GMP Certified",Single Source Supplier,Medium,False,51,False,0.0,0.0,90,PHR-CON-6624
PHRX00425,2023-02-18,2023-03-02,Hyderabad Drug Manufacturing,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,3960,72.62,287575.2,"FDA Approved, GMP Certified","Manufacturing Capacity Constraints, Quality Audit Issues, Transportation Delays",High,False,12,True,0.0,0.0,90,PHR-CON-2676
PHRX00426,2023-09-11,2023-10-30,Texas Pharma Manufacturing,USA,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,2544,1008.91,2566667.04,"ISO 13485 Certified, WHO Prequalified, EMA Certified, FDA Approved",Single Source Supplier,Medium,False,49,False,315285.82,190683.25,90,PHR-CON-6106
PHRX00427,2023-09-18,2023-11-15,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8904,3715.06,33078894.24,"EMA Certified, FDA Approved",Single Source Supplier,Medium,False,58,False,3210636.36,2319397.25,60,PHR-CON-2744
PHRX00428,2025-11-18,2025-12-07,Bangalore Pharmaceutical Co,India,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,1706,1664.35,2839381.1,"WHO Prequalified, ISO 13485 Certified","Regulatory Approval Delays, Geopolitical Risk",High,False,19,True,474229.03,249999.17,30,PHR-CON-5376
PHRX00429,2025-09-01,2025-10-17,Beijing Pharmaceutical Group,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,7599,1898.75,14428601.25,"EMA Certified, GDP Compliant, GMP Certified, FDA Approved",Single Source Supplier,Medium,False,46,False,0.0,0.0,30,PHR-CON-8856
PHRX00430,2023-12-29,2024-01-12,Guangzhou Biotech Ltd,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5729,897.45,5141491.05,"GDP Compliant, GMP Certified",None,Low,False,14,True,0.0,0.0,30,
PHRX00431,2024-01-14,2024-02-26,Swiss MedSupply GmbH,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,8648,2087.9,18056159.2,"EMA Certified, GMP Certified, ISO 13485 Certified","Quality Audit Issues, Single Source Supplier",High,False,43,False,0.0,0.0,30,PHR-CON-9904
PHRX00432,2025-05-06,2025-05-28,Delhi Biotech Solutions,India,Oncology - Injectable,Oncology Pharmaceutical Product,9795,4464.52,43729973.4,"GMP Certified, FDA Approved",Single Source Supplier,Medium,True,22,True,6302824.07,5573607.47,90,PHR-CON-8450
PHRX00433,2023-03-23,2023-04-24,Shanghai Medical Supply Co,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,1461,2501.66,3654925.26,"FDA Approved, ISO 13485 Certified, EMA Certified, WHO Prequalified",Geopolitical Risk,Medium,True,32,False,0.0,0.0,60,PHR-CON-6728
PHRX00434,2025-12-30,2026-02-17,Bangalore Pharmaceutical Co,India,Vaccines - Injectable,Vaccines Pharmaceutical Product,9662,4296.71,41514812.02,"ISO 13485 Certified, WHO Prequalified","Transportation Delays, Raw Material Shortage",High,True,49,False,0.0,0.0,60,
PHRX00435,2024-07-22,2024-09-07,Shanghai Medical Supply Co,China,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,5554,1955.15,10858903.1,"FDA Approved, GDP Compliant, ISO 13485 Certified, EMA Certified",Manufacturing Capacity Constraints,Medium,False,47,False,0.0,0.0,90,
PHRX00436,2024-06-23,2024-07-05,French Biologics SA,EU,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,6063,2597.95,15751370.85,"FDA Approved, ISO 13485 Certified",Manufacturing Capacity Constraints,Medium,False,12,True,1941932.94,1600320.39,90,PHR-CON-6609
PHRX00437,2024-04-29,2024-06-20,California Biologics Corporation,USA,Respiratory - Inhaled,Respiratory Pharmaceutical Product,1960,1231.23,2413210.8,"ISO 13485 Certified, GMP Certified, EMA Certified, GDP Compliant","Quality Audit Issues, Transportation Delays",High,False,52,False,0.0,0.0,60,PHR-CON-1494
PHRX00438,2025-10-07,2025-10-31,Cork Pharmaceutical Manufacturing Ltd,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,8066,1758.87,14187045.42,"GMP Certified, FDA Approved, ISO 13485 Certified, GDP Compliant",Transportation Delays,Medium,False,24,True,0.0,0.0,90,PHR-CON-1676
PHRX00439,2024-05-17,2024-06-16,Dublin BioPharmaceuticals,Ireland,Vaccines - Injectable,Vaccines Pharmaceutical Product,6500,482.18,3134170.0,"GDP Compliant, FDA Approved",None,Low,True,30,True,593663.27,444157.7,90,
PHRX00440,2024-10-30,2024-12-16,Galway MedTech Solutions,Ireland,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,8970,4849.39,43499028.3,"ISO 13485 Certified, GDP Compliant",Raw Material Shortage,Medium,False,47,False,0.0,0.0,30,PHR-CON-9108
PHRX00441,2026-01-09,2026-01-17,Texas Pharma Manufacturing,USA,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5446,2914.59,15872857.14,"GMP Certified, WHO Prequalified, ISO 13485 Certified",Manufacturing Capacity Constraints,Medium,False,8,True,3299485.3,1933064.71,60,PHR-CON-6107
PHRX00442,2025-02-10,2025-03-12,Mumbai Generics Ltd,India,Pain Management - Injectable,Pain Management Pharmaceutical Product,7569,1797.95,13608683.55,"GMP Certified, EMA Certified","Quality Audit Issues, Geopolitical Risk",High,False,30,True,0.0,0.0,90,
PHRX00443,2024-06-02,2024-07-21,California Biologics Corporation,USA,Oncology - Injectable,Oncology Pharmaceutical Product,5287,628.74,3324148.38,"EMA Certified, ISO 13485 Certified, GDP Compliant, WHO Prequalified",None,Low,True,49,False,0.0,0.0,60,PHR-CON-2640
PHRX00444,2026-01-11,2026-02-09,Texas Pharma Manufacturing,USA,Vaccines - Injectable,Vaccines Pharmaceutical Product,2763,2722.34,7521825.42,"GDP Compliant, FDA Approved, GMP Certified, EMA Certified","Transportation Delays, Geopolitical Risk, Regulatory Approval Delays",High,True,29,True,0.0,0.0,90,PHR-CON-5607
PHRX00445,2025-04-15,2025-05-26,French Biologics SA,EU,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,4848,2395.86,11615129.28,"WHO Prequalified, EMA Certified, ISO 13485 Certified, GMP Certified",Raw Material Shortage,Medium,True,41,False,0.0,0.0,90,PHR-CON-2299
PHRX00446,2025-04-30,2025-06-11,Galway MedTech Solutions,Ireland,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,3710,2038.07,7561239.7,"GDP Compliant, FDA Approved, WHO Prequalified",None,Low,False,42,False,0.0,0.0,30,PHR-CON-3004
PHRX00447,2025-08-30,2025-10-26,Bangalore Pharmaceutical Co,India,Antibiotics - Injectable,Antibiotics Pharmaceutical Product,7398,463.77,3430970.46,"WHO Prequalified, FDA Approved, ISO 13485 Certified, GMP Certified",Manufacturing Capacity Constraints,Medium,False,57,False,0.0,0.0,90,
PHRX00448,2023-04-22,2023-05-22,Beijing Pharmaceutical Group,China,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,6208,1879.67,11668991.36,"GDP Compliant, WHO Prequalified",Regulatory Approval Delays,Medium,False,30,True,0.0,0.0,90,PHR-CON-3170
PHRX00449,2024-09-13,2024-10-18,Guangzhou Biotech Ltd,China,Diabetes - Injectable (Insulin),Diabetes Pharmaceutical Product,7044,860.76,6063193.44,"ISO 13485 Certified, EMA Certified, FDA Approved, WHO Prequalified",None,Low,True,35,False,0.0,0.0,60,
PHRX00450,2023-02-22,2023-03-05,Italian Drug Manufacturing,EU,Cardiovascular - Oral Tablets,Cardiovascular Pharmaceutical Product,4578,82.76,378875.28,"EMA Certified, GMP Certified, ISO 13485 Certified","Transportation Delays, Geopolitical Risk",High,False,11,True,82010.11,52874.51,60,PHR-CON-3720
PHRX00451,2025-02-16,2025-04-17,French Biologics SA,EU,Vaccines - Injectable,Vaccines Pharmaceutical Product,7693,2818.44,21682258.92,"FDA Approved, WHO Prequalified",None,Low,True,60,False,3861849.73,3160076.0,90,PHR-CON-7925
PHRX00452,2023-11-08,2023-12-03,Beijing Pharmaceutical Group,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,4109,4538.63,18649230.67,"FDA Approved, GDP Compliant",Single Source Supplier,Medium,True,25,True,0.0,0.0,60,PHR-CON-9576
PHRX00453,2025-03-01,2025-04-13,Shenzhen Drug Manufacturing,China,Vaccines - Injectable,Vaccines Pharmaceutical Product,2059,4872.58,10032642.22,"GMP Certified, WHO Prequalified, FDA Approved","Geopolitical Risk, Manufacturing Capacity Constraints",High,True,43,False,1143081.35,1073534.72,30,PHR-CON-1236
PHRX00454,2024-07-13,2024-07-23,Hyderabad Drug Manufacturing,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,5932,3199.42,18978959.44,"GDP Compliant, WHO Prequalified",Single Source Supplier,Medium,False,10,True,0.0,0.0,30,
PHRX00455,2025-03-20,2025-05-14,Dublin BioPharmaceuticals,Ireland,Respiratory - Inhaled,Respiratory Pharmaceutical Product,5032,4368.59,21982744.88,"WHO Prequalified, GDP Compliant, FDA Approved",Quality Audit Issues,Medium,False,55,False,0.0,0.0,90,PHR-CON-3613
PHRX00456,2023-12-15,2024-01-09,Delhi Biotech Solutions,India,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,2771,1734.55,4806438.05,"EMA Certified, WHO Prequalified",Transportation Delays,Medium,False,25,True,1102651.43,889524.54,90,
PHRX00457,2023-05-09,2023-06-19,German Pharma AG,EU,Anesthetics - Injectable,Anesthetics Pharmaceutical Product,1351,2329.43,3147059.93,"EMA Certified, FDA Approved",Quality Audit Issues,Medium,False,41,False,0.0,0.0,60,PHR-CON-2918
